Word,Start Timecode,End Timecode,Speaker
a,00:11:49.36,00:11:49.42,""
variety,00:11:49.42,00:11:49.87,""
of,00:11:49.87,00:11:49.99,""
records,00:11:49.99,00:11:50.38,""
giving,00:11:50.38,00:11:50.68,""
differing,00:11:50.68,00:11:51.04,""
accuracies,00:11:51.04,00:11:51.67,""
to,00:11:51.67,00:11:51.79,""
this,00:11:51.79,00:11:51.97,""
effect.,00:11:51.97,00:11:52.69,""
"Brevin,",00:11:52.90,00:11:53.68,""
since,00:11:53.68,00:11:54.04,""
antiquity,00:11:54.04,00:11:54.64,""
have,00:11:54.64,00:11:54.79,""
operated,00:11:54.79,00:11:55.24,""
under,00:11:55.24,00:11:55.48,""
colossal,00:11:55.48,00:11:55.99,""
family,00:11:55.99,00:11:56.44,""
structures,00:11:56.44,00:11:57.19,""
known,00:11:57.22,00:11:57.64,""
as,00:11:57.64,00:11:57.82,""
clans.,00:11:57.82,00:11:58.78,""
These,00:11:58.81,00:11:59.38,""
massive,00:11:59.38,00:11:59.89,""
structures,00:11:59.89,00:12:00.40,""
can,00:12:00.40,00:12:00.58,""
comprise,00:12:00.58,00:12:01.03,""
upwards,00:12:01.03,00:12:01.42,""
of,00:12:01.42,00:12:01.54,""
500,00:12:01.54,00:12:02.08,""
"individuals,",00:12:02.08,00:12:02.83,""
and,00:12:02.83,00:12:03.13,""
all,00:12:03.13,00:12:03.37,""
stem,00:12:03.37,00:12:03.67,""
from,00:12:03.67,00:12:03.91,""
one,00:12:03.91,00:12:04.21,""
individual,00:12:04.21,00:12:04.80,""
of,00:12:04.81,00:12:04.93,""
great,00:12:04.93,00:12:05.20,""
note.,00:12:05.23,00:12:05.86,""
Once,00:12:05.89,00:12:06.46,""
an,00:12:06.46,00:12:06.58,""
individual,00:12:06.58,00:12:07.12,""
has,00:12:07.12,00:12:07.27,""
earned,00:12:07.27,00:12:07.51,""
the,00:12:07.51,00:12:07.60,""
right,00:12:07.60,00:12:07.87,""
to,00:12:07.87,00:12:07.96,""
form,00:12:07.96,00:12:08.20,""
a,00:12:08.20,00:12:08.26,""
clan,00:12:08.26,00:12:08.59,""
from,00:12:08.59,00:12:08.83,""
their,00:12:08.83,00:12:09.04,""
chieftain,00:12:09.04,00:12:09.55,""
or,00:12:09.55,00:12:09.79,""
the,00:12:09.79,00:12:09.91,""
high,00:12:09.91,00:12:10.18,""
"chieftain,",00:12:10.18,00:12:10.78,""
all,00:12:10.78,00:12:11.20,""
those,00:12:11.20,00:12:11.47,""
that,00:12:11.47,00:12:11.65,""
come,00:12:11.65,00:12:11.89,""
after,00:12:11.89,00:12:12.16,""
him,00:12:12.16,00:12:12.37,""
bear,00:12:12.37,00:12:12.64,""
his,00:12:12.64,00:12:12.88,""
name,00:12:12.88,00:12:13.39,""
and,00:12:13.39,00:12:13.69,""
are,00:12:13.69,00:12:13.78,""
within,00:12:13.78,00:12:14.05,""
his,00:12:14.05,00:12:14.23,""
family.,00:12:14.23,00:12:14.95,""
Clans,00:12:15.10,00:12:15.79,""
are,00:12:15.79,00:12:15.91,""
spearheaded,00:12:15.91,00:12:16.42,""
by,00:12:16.42,00:12:16.60,""
a,00:12:16.60,00:12:16.69,""
patriarch,00:12:16.69,00:12:17.29,""
or,00:12:17.29,00:12:17.44,""
matriarch,00:12:17.44,00:12:17.98,""
named,00:12:17.98,00:12:18.34,""
the,00:12:18.37,00:12:18.52,""
clan,00:12:18.52,00:12:18.94,""
chief.,00:12:18.94,00:12:19.66,""
Villages,00:12:19.75,00:12:20.47,""
sometimes,00:12:20.47,00:12:20.92,""
are,00:12:20.92,00:12:21.04,""
entirely,00:12:21.04,00:12:21.43,""
of,00:12:21.43,00:12:21.55,""
a,00:12:21.55,00:12:21.64,""
single,00:12:21.64,00:12:22.06,""
"clan,",00:12:22.06,00:12:22.78,""
and,00:12:22.78,00:12:23.11,""
thus,00:12:23.11,00:12:23.35,""
they,00:12:23.35,00:12:23.47,""
seek,00:12:23.50,00:12:23.77,""
for,00:12:23.77,00:12:23.95,""
spouses,00:12:23.95,00:12:24.49,""
in,00:12:24.49,00:12:24.64,""
neighboring,00:12:24.64,00:12:25.09,""
"villages,",00:12:25.09,00:12:25.60,""
in,00:12:25.60,00:12:25.75,""
marriage,00:12:25.75,00:12:26.14,""
festivals.,00:12:26.14,00:12:27.01,""
Chiefs,00:12:27.28,00:12:27.88,""
who,00:12:27.88,00:12:28.03,""
are,00:12:28.03,00:12:28.15,""
also,00:12:28.15,00:12:28.51,""
druids,00:12:28.51,00:12:28.90,""
may,00:12:28.90,00:12:29.08,""
seek,00:12:29.11,00:12:29.35,""
to,00:12:29.35,00:12:29.47,""
affect,00:12:29.47,00:12:29.83,""
Brevin,00:12:29.83,00:12:30.22,""
people,00:12:30.22,00:12:30.52,""
as,00:12:30.52,00:12:30.64,""
a,00:12:30.64,00:12:30.70,""
whole,00:12:30.70,00:12:31.00,""
upon,00:12:31.00,00:12:31.27,""
the,00:12:31.27,00:12:31.36,""
Verdant,00:12:31.36,00:12:31.78,""
Council.,00:12:31.78,00:12:32.53,""
"Clans,",00:12:32.62,00:12:33.31,""
which,00:12:33.31,00:12:33.52,""
have,00:12:33.52,00:12:33.73,""
chiefs,00:12:33.73,00:12:34.18,""
or,00:12:34.18,00:12:34.39,""
high,00:12:34.39,00:12:34.63,""
chieftains,00:12:34.63,00:12:35.17,""
upon,00:12:35.17,00:12:35.41,""
the,00:12:35.41,00:12:35.50,""
Verdant,00:12:35.50,00:12:35.89,""
"Council,",00:12:35.89,00:12:36.55,""
are,00:12:36.58,00:12:36.85,""
the,00:12:36.85,00:12:36.97,""
largest,00:12:36.97,00:12:37.54,""
and,00:12:37.54,00:12:37.72,""
most,00:12:37.72,00:12:38.02,""
influential,00:12:38.02,00:12:38.77,""
clans,00:12:38.77,00:12:39.16,""
within,00:12:39.16,00:12:39.49,""
Brevin,00:12:39.49,00:12:39.88,""
culture,00:12:39.88,00:12:40.48,""
and,00:12:40.48,00:12:40.81,""
are,00:12:40.81,00:12:40.90,""
treated,00:12:40.90,00:12:41.20,""
with,00:12:41.20,00:12:41.44,""
utmost,00:12:41.44,00:12:41.95,""
"respect,",00:12:41.95,00:12:42.58,""
with,00:12:42.58,00:12:42.85,""
their,00:12:42.85,00:12:43.09,""
word,00:12:43.09,00:12:43.42,""
being,00:12:43.45,00:12:43.75,""
nigh,00:12:43.75,00:12:44.05,""
prophetic.,00:12:44.08,00:12:44.86,""
